0,1,Cell_type
0.7817531305903399,0.2182468694096601,arterial capillary
0.5704334365325078,0.4295665634674923,Stromal 2 (NPY+)
0.9456521739130435,0.05434782608695652,IgA plasma cell
0.9314586994727593,0.06854130052724078,Stromal 4 (MMP1+)
0.8737727910238429,0.12622720897615708,Mature venous EC
0.771689497716895,0.228310502283105,Stromal 1 (ADAMDEC1+)
0.5523809523809524,0.44761904761904764,myofibroblast
0.6363636363636364,0.36363636363636365,Fetal venous EC
0.7394110528438886,0.26058894715611136,Stromal 1 (CCL11+)
0.5753646677471637,0.4246353322528363,Adult Glia
0.7283950617283951,0.2716049382716049,Contractile pericyte (PLN+)
0.9428571428571428,0.05714285714285714,Immature pericyte
0.5135135135135135,0.4864864864864865,mLTo
0.5066666666666667,0.49333333333333335,T reticular
0.8220338983050848,0.17796610169491525,Mature arterial EC
0.9153846153846154,0.08461538461538462,Pericyte
0.7333333333333333,0.26666666666666666,Fetal arterial EC
0.5,0.5,Activated CD8 T
0.5384615384615384,0.46153846153846156,Glia 1 (DHH+)
0.7777777777777778,0.2222222222222222,IgM plasma cell
0.6666666666666666,0.3333333333333333,Activated CD4 T
0.9333333333333333,0.06666666666666667,Transitional Stromal 3 (C3+)
0.6666666666666666,0.3333333333333333,Stromal 3 (C7+)
0.5,0.5,cDC2
0.5,0.5,Memory B
0.6,0.4,myofibroblast (RSPO2+)
0.6666666666666666,0.3333333333333333,Stromal 2 (CH25H+)
0.6,0.4,mLN Stroma (FMO2+)
