0,1,Cell_type
0.5479180436219432,0.4520819563780568,Enterocyte
0.9333333333333333,0.06666666666666667,D cells (SST+)
0.8145161290322581,0.18548387096774194,Tuft
0.761184900384481,0.23881509961551906,BEST2+ Goblet cell
0.5653557138674734,0.4346442861325266,Colonocyte
0.6516409912926993,0.34835900870730074,TA
0.754653130287648,0.24534686971235195,IgA plasma cell
0.6572652624062835,0.34273473759371653,BEST4+ epithelial
0.7397899649941657,0.2602100350058343,Goblet cell
0.7886178861788617,0.21138211382113822,Stem cells
0.9966777408637874,0.0033222591362126247,Microfold cell
0.808,0.192,EC cells (TAC1+)
0.7142857142857143,0.2857142857142857,Paneth
0.75,0.25,I cells (CCK+)
0.7901234567901234,0.20987654320987653,cDC2
0.5135135135135135,0.4864864864864865,Activated T
0.7567567567567568,0.24324324324324326,FDC
0.5,0.5,MPO+ mono-neutrophil
0.75,0.25,EECs
0.6456773814765889,0.3543226185234111,Stromal 2 (NPY+)
0.6153846153846154,0.38461538461538464,Cycling B cell
0.6666666666666666,0.3333333333333333,pDC
0.6666666666666666,0.3333333333333333,Pre-B
0.5,0.5,Pro-B
0.6666666666666666,0.3333333333333333,SELL+ CD4 T
0.9629629629629629,0.037037037037037035,Mesothelium
0.8729547641963427,0.12704523580365737,Pericyte
0.75,0.25,Cycling plasma cell
0.8518518518518519,0.14814814814814814,Mature arterial EC
0.8354430379746836,0.16455696202531644,LEC1 (ACKR4+)
0.8,0.2,LEC3 (ADGRG3+)
0.7212939921791681,0.2787060078208318,Stromal 1 (ADAMDEC1+)
0.7961165048543689,0.20388349514563106,SMC (PLPP2+)
0.8393608074011775,0.16063919259882253,myofibroblast
0.8043788672060923,0.19562113279390766,T reticular
0.9936993699369937,0.0063006300630063005,Stromal 4 (MMP1+)
0.8339350180505415,0.16606498194945848,Contractile pericyte (PLN+)
0.7072767364939361,0.2927232635060639,arterial capillary
0.6447140381282496,0.35528596187175043,Stromal 1 (CCL11+)
0.8481888481888482,0.15181115181115182,Mature venous EC
0.5534506089309879,0.4465493910690122,Adult Glia
0.9142857142857143,0.08571428571428572,Mesoderm 1 (HAND1+)
0.9693877551020408,0.030612244897959183,myofibroblast (RSPO2+)
0.9596541786743515,0.040345821325648415,Stromal 3 (C7+)
0.8292682926829268,0.17073170731707318,mLN Stroma (FMO2+)
0.8559322033898306,0.1440677966101695,venous capillary
0.9837837837837838,0.016216216216216217,mLTo
0.9523809523809523,0.047619047619047616,Fetal arterial EC
0.88,0.12,RBC
0.9782608695652174,0.021739130434782608,Mesoderm 2 (ZEB2+)
0.7678571428571429,0.23214285714285715,Transitional Stromal 3 (C3+)
0.9545454545454546,0.045454545454545456,Stromal 2 (CH25H+)
0.5,0.5,LEC6 (ADAMTS4+)
0.7692307692307693,0.23076923076923078,Fetal venous EC
0.6,0.4,SMC (PART1/CAPN3+)
